gene_id	length	func
gene_10002	185	dioxygenase EFQ28572.1 dioxygenase
gene_10003	565	Ankyrin repeat-containing domain protein
gene_10004	504	putative mannan polymerase II complex ANP1 subunit
gene_10005	264	putative glutathione S-transferase domain-containing protein
gene_10007	280	PUA domain-containing protein
gene_10008	486	putative heterokaryon incompatibility protein
gene_10009	559	major facilitator superfamily transporter EFQ35141.1 major facilitator superfamily transporter
gene_1001	255	hypothetical protein
gene_10010	496	putative cytochrome P450
gene_10011	111	hypothetical protein
gene_10012	1507	hypothetical protein
gene_10013	1085	putative fungal-specific transcription factor domain-containing protein
gene_10014	251	putative short chain dehydrogenase
gene_10015	373	putative exonuclease
gene_10016	269	putative eukaryotic phosphomannomutase
gene_10017	333	hypothetical protein
gene_10018	580	alpha/beta hydrolase fold family
gene_10019	1079	putative ubiquitin elongating factor core
gene_10020	156	tRNA-splicing endonuclease subunit Sen15
gene_10021	521	putative major facilitator superfamily transporter
gene_10022	392	hypothetical protein
gene_10023	220	hypothetical protein
gene_10024	522	putative cytochrome P450 ROT38151.1 putative cytochrome P450
gene_10025	826	putative WD domain-containing protein
gene_10026	168	putative stress-induced bacterial acidophilic repeat domain-containing protein
gene_10027	968	putative RNA polymerase II mediator complex subunit Sin4
gene_10028	93	hypothetical protein
gene_10029	490	putative HhH-GPD superfamily base excision DNA repair protein
gene_1003	1192	hypothetical protein
gene_10030	490	putative monooxygenase
gene_10031	481	hypothetical protein
gene_10032	335	hypothetical protein
gene_10033	579	putative 6-phosphofructo-2-kinase
gene_10034	389	hypothetical protein
gene_10035	1173	carbon-nitrogen hydrolase
gene_10036	334	Vitamin-D-receptor interacting Mediator subunit 4-domain containing protein
gene_10037	843	putative ubiquitin carboxyl-terminal hydrolase
gene_10038	990	phytoene synthase
gene_10039	1262	putative DNA excision repair protein
gene_1004	427	O-methyltransferase-domain containing protein
gene_10040	379	hypothetical protein
gene_10041	429	hypothetical protein
gene_10042	200	hypothetical protein
gene_10043	460	methyltransferase
gene_10044	232	hypothetical protein
gene_10045	826	putative ABC transporter transmembrane region 2
gene_10046	4908	putative amino acid adenylation domain-containing protein
gene_10047	619	putative TFIIH p62 subunit domain-containing protein
gene_10048	235	glycosyl hydrolase
gene_10049	567	putative alpha amylase
gene_1005	2657	putative beige/BEACH domain-containing protein
gene_10051	424	S-adenosyl-L-methionine-dependent methyltransferase
gene_10053	1585	putative Sec7 domain-containing protein
gene_10054	338	putative NAD dependent epimerase/dehydratase
gene_10055	649	hypothetical protein
gene_10056	1183	putative leucine rich repeat family protein
gene_10057	2233	putative DNA polymerase family B
gene_10058	818	hypothetical protein
gene_10059	572	putative structure-specific recognition protein
gene_1006	990	putative fatty acid synthase alpha subunit reductase
gene_10060	247	hypothetical protein
gene_10061	283	putative GMP synthase
gene_10062	1230	Folliculin-interacting protein N-terminus-domain containing protein
gene_10063	788	putative subtilase
gene_10064	1208	putative heavy metal translocating P-type ATPase
gene_10065	712	putative annexin ANXC4
gene_10066	563	putative ent-kaurene oxidase
gene_10067	199	hypothetical protein
gene_10068	136	putative glutathione-dependent formaldehyde-activating enzyme
gene_10069	605	YAP-binding/ALF4/Glomulin
gene_1007	196	hypothetical protein
gene_10070	517	putative peptidase C1-like family protein
gene_10071	303	hypothetical protein
gene_10072	817	putative null
gene_10073	492	MFS sugar transporter
gene_10074	263	hypothetical protein
gene_10075	509	putative major facilitator superfamily transporter
gene_10076	605	putative major facilitator superfamily transporter
gene_10077	175	putative thioesterase superfamily protein
gene_10078	414	putative subtilase
gene_10079	424	hypothetical protein
gene_1008	684	putative high-affinity methionine permease
gene_10080	657	hypothetical protein
gene_10082	855	Serine/threonine-protein phosphatase
gene_10083	228	hypothetical protein
gene_10084	216	hypothetical protein
gene_10085	249	hypothetical protein
gene_10086	320	hypothetical protein
gene_10087	469	RAI1 like PD-(D/E)XK nuclease-domain containing protein
gene_10088	596	putative multicopper oxidase
gene_10089	334	putative integral membrane protein
gene_1009	170	hypothetical protein
gene_10090	398	hypothetical protein
gene_10091	547	putative flavin-containing amine oxidoreductase
gene_10092	639	hypothetical protein
gene_10093	647	AGC NDR protein kinase
gene_10094	529	family 20 putative glycosyltransferase
gene_10095	510	major facilitator superfamily transporter EFQ35323.1 major facilitator superfamily transporter
gene_10096	307	putative covalently-linked cell wall protein
gene_10097	498	Fungal specific transcription factor domain-domain containing protein
gene_10098	660	putative triose-phosphate transporter
gene_10099	281	hypothetical protein
gene_101	435	putative phosphotransferase enzyme family protein
gene_1010	898	hypothetical protein
gene_10100	628	putative carboxylesterase
gene_10102	249	minor allergen Alt a 7
gene_10103	498	putative acyltransferase
gene_10104	428	Alpha/Beta hydrolase fold
gene_10105	403	putative PCI domain-containing protein
gene_10106	789	putative peptidase family M3
gene_10107	750	putative ABC transporter
gene_10108	334	putative bZIP transcription factor
gene_10109	235	putative NAD dependent epimerase/dehydratase
gene_1011	275	hypothetical protein
gene_10110	777	putative F-box domain-containing protein
gene_10111	1591	putative pfs domain-containing protein
gene_10112	298	hypothetical protein
gene_10114	104	hypothetical protein
gene_10115	537	putative serine carboxypeptidase S28
gene_10116	482	AhpC/TSA family protein OBR07189.1 AhpC/TSA family protein
gene_10117	999	putative helix-loop-helix DNA-binding domain-containing protein
gene_10118	76	hypothetical protein
gene_10119	108	hypothetical protein
gene_10120	202	putative calcium/proton exchanger
gene_10121	533	putative bZIP transcription factor
gene_10122	328	hypothetical protein
gene_10123	235	hypothetical protein
gene_10124	396	putative major facilitator superfamily transporter
gene_10125	160	hypothetical protein
gene_10126	1642	putative DEAD/DEAH box helicase
gene_10127	424	Meiotically up-regulated gene 113-domain containing protein
gene_10128	746	putative PX domain-containing protein
gene_10129	128	hypothetical protein
gene_1013	58	hypothetical protein
gene_10130	512	putative major facilitator superfamily transporter
gene_10131	255	hypothetical protein
gene_10132	826	KR domain-domain containing protein
gene_10133	640	putative carboxylesterase
gene_10134	252	hypothetical protein
gene_10135	476	hypothetical protein
gene_10136	862	hypothetical protein
gene_10137	1031	putative importin-beta domain-containing protein
gene_10138	268	putative calcineurin-like phosphoesterase
gene_10139	491	N-glycosidase
gene_1014	91	hypothetical protein
gene_10140	502	hypothetical protein
gene_10141	501	hypothetical protein
gene_10142	454	putative phosphomannose isomerase type I
gene_10143	200	hypothetical protein
gene_10144	3224	hypothetical protein
gene_10145	234	family 61 putative glycosyl hydrolase
gene_10146	407	putative PH domain-containing protein
gene_10147	236	putative versatile peroxidase VPL1
gene_10148	272	hypothetical protein
gene_10149	90	hypothetical protein
gene_1015	512	Cytochrome P450
gene_10150	471	Major facilitator superfamily domain-containing protein
gene_10151	707	putative RNA recognition domain-containing protein
gene_10152	308	putative S1/P1 nuclease
gene_10153	392	hypothetical protein
gene_10154	268	hypothetical protein
gene_10155	516	putative major facilitator superfamily transporter
gene_10156	601	Methyltransferase domain-domain containing protein
gene_10157	717	Protein kinase-like domain-containing protein
gene_10158	2063	putative SH3 domain-containing protein
gene_10159	385	hypothetical protein
gene_1016	538	hypothetical protein
gene_10160	646	putative chromo domain-containing protein
gene_10161	401	SGNH hydrolase-type esterase domain-containing protein
gene_10162	300	hypothetical protein
gene_10163	485	putative C6 zinc finger protein
gene_10164	340	Ribosomal protein L22/L17
gene_10165	1086	putative SNF2 family domain-containing protein
gene_10166	648	hypothetical protein
gene_10167	451	putative eukaryotic aspartyl protease
gene_10168	265	putative O-methyltransferase
gene_10169	416	hypothetical protein
gene_1017	738	putative dolichyl-phosphate-mannose-protein mannosyltransferase
gene_10170	506	hypothetical protein
gene_10171	323	putative molybdenum cofactor synthesis domain-containing protein
gene_10172	1127	high-temperature-induced dauer-formation protein
gene_10173	1483	dna-directed rna polymerase iii subunit rpc2
gene_10174	892	hypothetical protein
gene_10175	189	putative N-acetyltransferase YoaA
gene_10176	590	hypothetical protein
gene_10177	792	mitochondrial 3-oxoacyl-synthase
gene_10178	895	Protein-tyrosine phosphatase-like protein
gene_10179	1632	Exportin-T
gene_1018	448	putative major facilitator superfamily transporter
gene_10180	1030	putative replication factor RFC1 C terminal domain-containing protein
gene_10181	782	hypothetical protein
gene_10182	497	putative ribosome biogenesis protein Sqt1
gene_10183	555	putative arrestin
gene_10184	442	hypothetical protein
gene_10185	1676	putative CNH domain-containing protein
gene_10186	588	sodium/hydrogen exchanger family protein EFQ25657.1 sodium/hydrogen exchanger family protein
gene_10187	124	putative NADH-ubiquinone oxidoreductase 14.8 kDa subunit
gene_10188	984	putative fungal-specific transcription factor domain-containing protein
gene_10189	876	putative heterokaryon incompatibility protein
gene_1019	550	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain-containing protein
gene_10190	601	putative isocitrate lyase family protein
gene_10191	620	putative lysyl-tRNA synthetase
gene_10192	1172	putative histone deacetylase domain-containing protein
gene_10193	521	putative cytochrome P450 2C31
gene_10194	1394	putative GATA transcription factor
gene_10195	431	hypothetical protein
gene_10196	417	hypothetical protein
gene_10197	1002	putative WD domain-containing protein
gene_10198	244	putative cell wall protein
gene_10199	805	hypothetical protein
gene_102	277	hypothetical protein
gene_1020	535	putative surface antigen
gene_10200	512	putative sucrose transporter
gene_10201	156	hypothetical protein
gene_10202	461	Ankyrin repeat-containing domain protein
gene_10203	552	hypothetical protein
gene_10204	513	putative alpha-L-arabinofuranosidase
gene_10205	731	putative GTP binding protein
gene_10206	367	putative transcription factor RfeG
gene_10207	727	Ankyrin repeat-containing domain protein
gene_10208	355	putative dihydroflavonol-4-reductase
gene_10209	1274	NUC173 domain-domain containing protein
gene_1021	238	Fms-interacting protein-domain containing protein
gene_10210	392	putative UV excision repair protein Rad23
gene_10211	183	hypothetical protein
gene_10212	728	pab-dependent poly-specific ribonuclease subunit pan3
gene_10213	205	putative phosphate transporter
gene_10214	731	hypothetical protein
gene_10215	302	P-loop containing nucleoside triphosphate hydrolase protein
gene_10216	464	putative C-x8-C-x5-C-x3-H type zinc finger protein
gene_10217	236	hypothetical protein
gene_10219	428	hypothetical protein
gene_1022	250	Thaumatin
gene_10220	330	hypothetical protein
gene_10221	244	putative cyanamide hydratase family HD domain-containing protein
gene_10222	171	hypothetical protein
gene_10223	559	NF-kappa-B inhibitor cactus
gene_10224	275	Domain of unknown function (DUF427)-domain containing protein
gene_10225	141	Ribosomal protein S12/S23
gene_10226	190	hypothetical protein
gene_10227	304	putative fungal cellulose binding domain-containing protein
gene_10228	211	Mss4-like protein
gene_10229	379	putative HET domain-containing protein
gene_1023	736	putative DIE2/ALG10 family protein
gene_10230	743	hypothetical protein
gene_10231	470	putative endo-beta-1
gene_10232	171	putative Mpv17/PMP22 family protein
gene_10233	281	putative DnaJ domain-containing protein
gene_10234	713	putative glycogen synthase
gene_10235	463	Tryptophan RNA-binding attenuator protein-like domain-containing protein
gene_10236	1264	putative HET-s/LopB domain-containing protein
gene_10237	136	hypothetical protein
gene_10238	1019	putative FAD dependent oxidoreductase
gene_10239	283	hypothetical protein
gene_1024	323	Mitochondrial carrier domain-containing protein
gene_10240	133	hypothetical protein
gene_10242	622	putative histone promoter control 2
gene_10243	279	hypothetical protein
gene_10244	231	hypothetical protein
gene_10245	532	putative signal recognition particle protein SRP54
gene_10246	611	putative plus-3 domain-containing protein
gene_10247	505	putative ssh-4
gene_10248	223	hypothetical protein
gene_10249	517	putative splicing factor 3a
gene_1025	647	hypothetical protein
gene_10250	145	hypothetical protein
gene_10251	209	putative NADPH-dependent FMN reductase
gene_10252	317	putative polysaccharide deacetylase
gene_10253	1150	CHAT domain-domain containing protein
gene_10254	664	hypothetical protein
gene_10255	643	putative succinate dehydrogenase
gene_10256	558	putative eukaryotic aspartyl protease
gene_10257	398	WSC domain-containing protein
gene_10258	576	putative ankyrin repeat domain-containing protein 29
gene_10259	289	putative tyrosine/serine protein phosphatase
gene_1026	540	putative cytochrome P450
gene_10260	308	Alpha/Beta hydrolase fold
gene_10261	347	alcohol dehydrogenase
gene_10262	418	hypothetical protein
gene_10263	272	putative integral membrane protein
gene_10264	482	hypothetical protein
gene_10265	78	hypothetical protein
gene_10266	221	hypothetical protein
gene_10267	72	hypothetical protein
gene_10268	359	putative TOXD
gene_10269	959	putative Pep3/Vps18/deep orange family protein
gene_1027	707	putative cholinesterase
gene_10270	414	putative UAA transporter
gene_10271	525	putative major facilitator superfamily transporter
gene_10272	531	putative NCS1 nucleoside transporter
gene_10273	420	putative DnaJ domain-containing protein
gene_10274	297	hypothetical protein
gene_10275	751	putative pentatricopeptide repeat domain-containing protein
gene_10276	471	c4-dicarboxylate transporter malic acid transporter
gene_10277	357	Protein kinase-like domain-containing protein
gene_10278	147	proteasome maturation factor
gene_10279	12855	putative AMP-binding enzyme
gene_1028	403	putative coiled-coil domain-containing protein 55
gene_10280	451	l-galactonate dehydratase
gene_10281	416	hypothetical protein
gene_10282	239	putative pectate lyase
gene_10283	842	putative DNA-directed RNA polymerase I subunit
gene_10284	716	hypothetical protein
gene_10285	328	putative fungal cellulose binding domain-containing protein
gene_10286	352	S-adenosyl-L-methionine-dependent methyltransferase
gene_10287	576	hypothetical protein
gene_10288	396	putative SPT2 chromatin protein
gene_10289	110	hypothetical protein
gene_1029	636	hypothetical protein
gene_10290	1298	hypothetical protein
gene_10291	712	Adaptin N terminal region-domain containing protein
gene_10292	132	hypothetical protein
gene_10293	298	isoflavone reductase
gene_10294	723	putative PHD-finger domain-containing protein
gene_10295	262	putative WW domain binding protein 11
gene_10296	57	hypothetical protein
gene_10297	338	hypothetical protein
gene_10299	300	putative short chain dehydrogenase
gene_103	223	hypothetical protein
gene_1030	299	Mitochondrial carrier domain-containing protein
gene_10300	330	putative 2-nitropropane dioxygenase
gene_10301	467	Nucleophile aminohydrolases
gene_10302	476	putative Mch2p
gene_10303	394	putative DHHC zinc finger domain-containing protein
gene_10304	385	hypothetical protein
gene_10305	461	putative nonspecific lipid-transfer protein
gene_10306	353	putative zinc-binding dehydrogenase
gene_10307	176	hypothetical protein
gene_10308	59	hypothetical protein
gene_10309	392	putative CoA-transferase family III
gene_1031	351	putative short chain dehydrogenase
gene_10310	637	Uncharacterized alpha/beta hydrolase domain (DUF2235)-domain containing protein
gene_10311	540	putative kelch repeat protein
gene_10313	928	putative dynamin family protein
gene_10314	781	Major facilitator superfamily domain-containing protein
gene_10315	431	hypothetical protein
gene_10316	521	putative major facilitator superfamily transporter
gene_10317	427	putative F-box domain-containing protein
gene_10318	127	hypothetical protein
gene_10319	499	hypothetical protein
gene_1032	555	putative dihydrouridine synthase
gene_10320	968	hypothetical protein
gene_10322	371	putative TGS domain-containing protein
gene_10323	316	putative dioxygenase
gene_10324	665	family 31 putative glycosyl hydrolase
gene_10325	298	hypothetical protein
gene_10326	274	P-loop containing nucleoside triphosphate hydrolase protein
gene_10327	484	hypothetical protein
gene_10328	448	putative PHD-finger domain-containing protein
gene_10329	235	hypothetical protein
gene_1033	962	hypothetical protein
gene_10330	784	hypothetical protein
gene_10331	439	hypothetical protein
gene_10332	217	putative MJ0936 family phosphodiesterase
gene_10333	159	bola-like protein OBR10156.1 bola-like protein
gene_10334	549	hypothetical protein
gene_10335	831	putative CAP-Gly domain-containing protein
gene_10336	926	Alpha/beta hydrolase family-domain containing protein
gene_10337	541	putative quinate permease
gene_10338	149	hypothetical protein
gene_10339	232	hypothetical protein
gene_1034	137	hypothetical protein
gene_10340	578	Amidase signature domain-containing protein
gene_10341	718	hypothetical protein
gene_10342	317	hypothetical protein
gene_10343	517	putative Alg9-like mannosyltransferase
gene_10344	2352	putative alpha amylase
gene_10345	194	Protein of unknown function (DUF3605)-domain containing protein
gene_10346	397	putative stress response protein Whi2
gene_10347	729	Alpha/Beta hydrolase fold
gene_10348	190	hypothetical protein
gene_10349	439	putative integral membrane protein
gene_1035	402	Conserved hypothetical ATP binding protein-domain containing protein
gene_10350	392	Eukaryotic protein of unknown function (DUF829)-domain containing protein
gene_10351	634	Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A-domain containing protein
gene_10352	112	Ubiquitin-related modifier 1
gene_10353	479	putative glycolipid anchored surface protein
gene_10354	830	putative adventurous gliding protein Z
gene_10355	382	hypothetical protein
gene_10356	456	hypothetical protein
gene_10358	267	hypothetical protein
gene_10359	283	putative dienelactone hydrolase
gene_1036	543	General substrate transporter
gene_10360	186	Ankyrin repeat-containing domain protein
gene_10361	396	putative PP-loop family protein
gene_10362	559	putative peptidase family M20/M25/M40
gene_10363	224	hypothetical protein
gene_10364	232	hypothetical protein
gene_10365	167	hypothetical protein
gene_10366	596	putative endo-1,3-beta-glucanase
gene_10367	739	putative PHD-finger domain-containing protein
gene_10368	302	Mitochondrial carrier domain-containing protein
gene_10369	119	glycoside hydrolase
gene_1037	76	RNA polymerases N / 8 kDa subunit-domain containing protein
gene_10370	365	putative ubiquitin carrier protein
gene_10371	425	hypothetical protein
gene_10372	1718	putative pfs domain-containing protein
gene_10373	1371	cytochrome b-c1 complex subunit 2
gene_10374	712	hypothetical protein
gene_10375	134	hypothetical protein
gene_10376	655	putative impB/mucB/samB family protein
gene_10377	1243	putative ubiquitin carboxyl-terminal hydrolase
gene_10378	141	putative endoribonuclease L-PSP
gene_10379	357	hypothetical protein
gene_1038	106	hypothetical protein
gene_10380	909	fungal-specific transcription factor domain-containing protein
gene_10381	480	Mitochondrial ribosomal death-associated protein 3-domain containing protein
gene_10382	393	putative pyridoxal-phosphate dependent enzyme
gene_10383	1584	putative ABC-2 type transporter
gene_10384	371	putative integral membrane protein
gene_10385	1070	hypothetical protein
gene_10386	307	putative malate dehydrogenase
gene_10387	188	putative succinate dehydrogenase cytochrome b subunit
gene_10388	627	Protein kinase-like domain-containing protein
gene_10389	271	putative thymidylate kinase
gene_1039	852	hypothetical protein
gene_10391	875	putative kinesin motor domain-containing protein
gene_10392	311	hypothetical protein
gene_10393	770	putative arrestin domain-containing protein
gene_10395	604	hypothetical protein
gene_10396	857	putative barren protein
gene_10398	689	putative KRI1-like family protein
gene_10399	292	hypothetical protein
gene_104	338	hypothetical protein
gene_1040	298	Alpha/Beta hydrolase fold
gene_10400	953	Metallocarboxypeptidase A KAF4858550.1 Metallocarboxypeptidase A
gene_10401	550	Amidase signature domain-containing protein
gene_10402	213	putative polyketide cyclase/dehydrase and lipid transporter
gene_10404	909	hypothetical protein
gene_10405	377	putative dihydrodipicolinate synthetase
gene_10406	1208	putative filamentation protein
gene_10407	1392	SH3 domain-containing YSC84-like protein 1
gene_10408	306	hypothetical protein
gene_10409	147	Domain of unknown function (DUF718)-domain containing protein
gene_1041	184	hypothetical protein
gene_10410	321	putative methyltransferase domain-containing protein
gene_10411	461	putative Nuf2 family protein
gene_10412	641	putative fungal-specific transcription factor domain-containing protein
gene_10413	1173	putative RecF/RecN/SMC N terminal domain-containing protein
gene_10414	1621	putative DNA replication factor Dna2
gene_10415	208	hypothetical protein
gene_10416	735	putative Brf1-like TBP-binding domain-containing protein
gene_10417	188	putative clathrin adaptor complex small chain
gene_10418	564	putative FAD binding domain-containing protein
gene_10419	482	putative RhaA is able to hydrolyze alpha-1
gene_1042	438	putative aromatic prenyltransferase
gene_10420	116	hypothetical protein
gene_10421	1654	calcium permease family membrane transporter
gene_10422	156	hypothetical protein
gene_10423	398	hypothetical protein
gene_10424	320	putative initiation-specific alpha-1,6-mannosyltransferase
gene_10425	474	putative integral membrane protein DUF6
gene_10426	290	Alpha/Beta hydrolase fold
gene_10427	181	putative acetyltransferase
gene_10428	417	hypothetical protein
gene_10429	577	hypothetical protein
gene_1043	557	putative T-complex protein 1
gene_10430	304	metalloprotease 1
gene_10431	742	hypothetical protein
gene_10432	230	putative RNA polymerase Rpb5 domain-containing protein
gene_10433	516	hypothetical protein
gene_10434	365	putative WD domain-containing protein
gene_10435	809	putative HECT-domain-containing protein
gene_10436	601	hypothetical protein
gene_10437	516	putative unsaturated glucuronyl hydrolase
gene_10438	223	hypothetical protein
gene_10439	377	hypothetical protein
gene_1044	1472	putative pfs domain-containing protein
gene_10440	203	ribosomal L15 EFQ32205.1 ribosomal L15 KDN63146.1 putative ribosomal L15 OHW92062.1 60s ribosomal protein l15
gene_10441	518	hypothetical protein
gene_10442	257	putative eukaryotic initiation factor 4E
gene_10443	638	hypothetical protein
gene_10444	411	hypothetical protein
gene_10445	220	hypothetical protein
gene_10446	1349	ABC transporter
gene_10447	316	Mitochondrial carrier domain-containing protein
gene_10448	587	putative phosphate transporter
gene_10449	510	Protein kinase-like domain-containing protein
gene_10450	326	putative RTA1 like protein
gene_10451	328	hypothetical protein
gene_10452	221	hypothetical protein
gene_10453	269	putative terpene synthase metal binding domain-containing protein
gene_10454	57	Proteolipid membrane potential modulator
gene_10455	708	putative calcineurin-like phosphoesterase
gene_10456	481	hypothetical protein
gene_10457	890	putative aspartyl-tRNA synthetase
gene_10458	452	hypothetical protein
gene_10459	259	kinase-like domain-containing protein
gene_1046	283	cyclin-dependent kinase 2
gene_10460	639	putative major facilitator superfamily transporter
gene_10461	181	hypothetical protein
gene_10462	382	family 16 putative glycosyl hydrolase
gene_10463	625	putative Not1 domain-containing protein
gene_10464	529	putative eukaryotic aspartyl protease
gene_10465	635	Protein kinase-like domain-containing protein
gene_10466	235	Hydroxymethylglutaryl-CoA reductase, class I/II, substrate-binding domain-containing protein
gene_10467	1879	Dopey, N-terminal-domain containing protein
gene_10468	335	putative 3-hydroxyisobutyrate dehydrogenase
gene_10469	311	hypothetical protein
gene_1047	475	putative UDP-glucuronosyl/UDP-glucosyltransferase
gene_10470	640	putative caspase domain-containing protein
gene_10471	190	putative RNA recognition domain-containing protein
gene_10472	635	putative arginyl-tRNA synthetase
gene_10473	451	hypothetical protein
gene_10474	765	Ankyrin repeat-containing domain protein
gene_10475	464	hypothetical protein
gene_10476	304	hypothetical protein
gene_10477	267	putative TAM domain methyltransferase
gene_10478	462	hypothetical protein
gene_10479	279	putative HpcH/HpaI aldolase
gene_1048	185	Protein of unknown function (DUF1674)-domain containing protein
gene_10480	300	hypothetical protein
gene_10481	315	putative short chain dehydrogenase
gene_10482	94	hypothetical protein
gene_10483	261	hypothetical protein
gene_10484	1258	amidohydrolase
gene_10485	802	putative fungal-specific transcription factor domain-containing protein
gene_10486	229	putative necrosis inducing protein
gene_10487	294	hypothetical protein
gene_10488	130	hypothetical protein
gene_1049	644	putative fungal-specific transcription factor
gene_10490	651	hypothetical protein
gene_10491	350	family 53 putative glycosyl hydrolase
gene_10492	215	hypothetical protein
gene_10493	409	Uncharacterized conserved protein (DUF2183)-domain containing protein
gene_10494	155	hypothetical protein
gene_10495	71	putative RNA polymerase
gene_10496	68	hypothetical protein
gene_10498	568	putative multicopper oxidase
gene_10499	582	putative bZIP transcription factor
gene_105	376	putative 2OG-Fe(II)oxygenase
gene_1050	365	hypothetical protein
gene_10500	407	Protein of unknown function (DUF1399)-domain containing protein
gene_10501	745	putative histone deacetylase domain-containing protein
gene_10502	519	putative acyltransferase
gene_10503	92	hypothetical protein
gene_10504	1019	hypothetical protein
gene_10506	818	putative XFP domain-containing protein
gene_10507	680	hypothetical protein
gene_10508	193	hypothetical protein
gene_10509	361	putative C2H2 type zinc finger-containing protein
gene_1051	366	putative eukaryotic integral membrane protein
gene_10510	399	putative eukaryotic aspartyl protease
gene_10511	563	putative heterokaryon incompatibility protein
gene_10512	101	hypothetical protein
gene_10513	328	tyrosine phosphatase
gene_10514	718	Ankyrin repeat-containing domain protein
gene_10515	781	putative ATPase
gene_10516	1132	putative WD domain-containing protein
gene_10517	374	putative bZIP transcription factor
gene_10518	375	putative NAD dependent epimerase/dehydratase
gene_10519	389	hypothetical protein
gene_1052	241	putative pH-response regulator
gene_10520	1437	hypothetical protein
gene_10521	350	hypothetical protein
gene_10522	94	hypothetical protein
gene_10523	336	putative glutathione S-transferase
gene_10524	214	hypothetical protein
gene_10525	309	putative legume-like lectin family protein
gene_10526	709	putative beta-glucosidase 6
gene_10527	281	Beta-lactamase-like protein
gene_10528	528	hypothetical protein
gene_10529	264	hypothetical protein
gene_1053	67	kinesin light chain 3
gene_10530	166	hypothetical protein
gene_10531	611	hypothetical protein
gene_10532	674	hypothetical protein
gene_10533	665	P-loop containing nucleoside triphosphate hydrolase protein
gene_10534	467	putative Lin1 family protein
gene_10535	427	adenylosuccinate synthetase
gene_10536	319	putative CHCH domain-containing protein
gene_10537	1483	cytokinesis protein cyk3
gene_10538	571	putative carboxyl transferase
gene_1054	458	hypothetical protein
gene_10540	700	Mechanosensitive ion channel-domain containing protein
gene_10541	248	putative mitochondrion organization and biogenesis protein
gene_10542	115	hypothetical protein
gene_10543	130	hypothetical protein
gene_10544	642	putative nucleotide sugar dehydrogenase
gene_10545	662	hypothetical protein
gene_10546	314	putative phytanoyl-CoA dioxygenase
gene_10547	626	hypothetical protein
gene_10548	304	putative 5'/3'-nucleotidase sure
gene_10549	1003	hypothetical protein
gene_1055	58	hypothetical protein
gene_10550	283	putative alpha/beta hydrolase fold-3 domain-containing protein
gene_10551	353	putative zinc-binding dehydrogenase
gene_10552	585	putative zinc knuckle
gene_10553	296	Alpha/Beta hydrolase fold
gene_10554	333	putative oxidoreductase NAD-binding domain-containing protein
gene_10555	205	transcription initiation factor tfiie-like protein
gene_10556	891	putative subtilase
gene_10557	89	hypothetical protein
gene_10558	335	Nucleosome assembly protein (NAP)-domain containing protein
gene_10559	1668	Nucleoporin Nup186/Nup192/Nup205
gene_1056	1123	putative cytochrome P450
gene_10560	390	putative FMN-dependent dehydrogenase
gene_10561	543	putative universal stress protein family
gene_10562	549	putative kynurenine 3-monooxygenase
gene_10563	207	putative emopamil binding protein
gene_10564	351	putative ribosomal protein L4/L1
gene_10565	441	alanine--glyoxylate aminotransferase 1
gene_10566	197	hypothetical protein
gene_10567	395	replication factor C EFQ31094.1 replication factor C
gene_10568	867	hypothetical protein
gene_1057	356	hypothetical protein
gene_10570	161	hypothetical protein
gene_10571	212	putative cutinase
gene_10572	142	hypothetical protein
gene_10573	159	hypothetical protein
gene_10574	768	putative integral membrane protein
gene_10575	877	hypothetical protein
gene_10576	246	dienelactone hydrolase
gene_10577	382	putative FMN-dependent dehydrogenase
gene_10578	448	putative SRP40 domain-containing protein
gene_10579	308	cyclin-dependent kinase 2
gene_1058	677	putative tetratricopeptide
gene_10580	615	putative amidase
gene_10582	507	putative ammonium transporter
gene_10583	513	hypothetical protein
gene_10584	508	Optic atrophy 3 protein (OPA3)-domain containing protein
gene_10585	691	putative major facilitator superfamily transporter
gene_10586	727	putative H+ symporter
gene_10587	369	putative 2OG-Fe(II)oxygenase superfamily protein
gene_10588	186	putative scytalone dehydratase
gene_10589	2282	putative acetyl-CoA carboxylase
gene_1059	236	cyclophilin type peptidyl-prolyl cis-trans isomerase
gene_10590	366	putative Rox3 mediator complex subunit
gene_10591	173	hypothetical protein
gene_10592	1178	hypothetical protein
gene_10593	375	putative longiborneol synthase
gene_10594	1108	alanyl-tRNA synthetase
gene_10595	1062	putative nitric oxide synthase
gene_10596	180	hypothetical protein
gene_10597	423	hypothetical protein
gene_10598	760	putative HET domain-containing protein
gene_10599	571	putative multicopper oxidase
gene_106	251	hypothetical protein
gene_1060	1470	putative ABC-2 type transporter
gene_10600	1330	hypothetical protein
gene_10601	590	putative 5'-nucleotidase domain-containing protein
gene_10602	459	putative C6 zinc finger domain-containing protein
gene_10603	336	hypothetical protein
gene_10604	84	hypothetical protein
gene_10605	490	hypothetical protein
gene_10606	346	putative aldo/keto reductase
gene_10607	673	Xaa-Pro aminopeptidase
gene_10608	315	putative YeeE/YedE family protein
gene_10609	205	putative ribosomal L18ae protein family
gene_1061	2381	nonribosomal peptide synthetase
gene_10610	390	putative WD domain-containing protein
gene_10611	891	putative glycosyltransferase family 28 domain-containing protein
gene_10612	104	putative acyl CoA binding protein
gene_10613	1035	putative mediator complex subunit Med5
